,0
1854,cps1
1855,mfap4
1856,ang
1857,tnfrsf8
1858,mecom
1859,zdhhc15
1860,cthrc1
1861,ccdc138
1862,slc6a20
1863,mcm6
1864,bmpr1b
1865,xg
1866,slc35f3
1867,clec2d
1868,fam124b
1869,cep170
1870,cep170p1
1871,sdccag8
1872,znf625
1873,ppfibp1
1874,fkbp1b
1875,cep350
1876,shoc2
1877,nin
1878,hectd1
1879,top2b
1880,cep170p1
1881,sdccag8
1882,znf625
1883,ppfibp1
1884,fkbp1b
1885,cep350
1886,shoc2
1887,nin
1888,hectd1
1889,top2b
1890,ar
1891,cdo1
1892,sh3bp4
1893,fam124a
1894,gatm
1895,ankrd18dp
1896,kcnj12
1897,eda
1898,plekha6
1899,aox1
1900,anks1b
1901,grik3
1902,fam171b
1903,apba1
1904,fli1
1905,wnt16
1906,mertk
1907,ptgfrn
1908,cdo1
1909,sh3bp4
1910,ankrd18dp
1911,fam124a
1912,gatm
1913,kcnj12
1914,eda
1915,plekha6
1916,aox1
1917,anks1b
1918,grik3
1919,fam171b
1920,mpped2
1921,apba1
1922,fli1
1923,wnt16
1924,mertk
1925,ptgfrn
1926,ldlrad3
1927,sptb
1928,ca1
1929,alas2
1930,epb42
1931,tmcc2
1932,hbd
1933,osbp2
1934,tns1
1935,ahsp
1936,gypa
1937,hbb
1938,ank1
1939,rap1gap
1940,scarna22
1941,snord15b
1942,scarna5
1943,scarna1
1944,snora5a
1945,snord17
1946,snora54
1947,cwf19l1
1948,scarna10
1949,rps29
1950,scarna3
1951,scarna7
1952,snora23
1953,snord89
1954,scarna18
1955,scarna21
1956,snora5c
1957,snora12
1958,ssbp2
1959,neu3
1960,cox20
1961,sv2a
1962,myb
1963,usp49
1964,cdc14b
1965,fam98b
1966,wnt10a
1967,mtfp1
1968,b4galt6
1969,fam168a
1970,ccdc88a
1971,zdhhc23
1972,alox5ap
1973,znf496
1974,msi2
1975,rp9p
1976,cadps
1977,siglec15
1978,stard8
1979,dync2h1
1980,prkar2b
1981,tnni2
1982,camk1
1983,pdk4
1984,myrip
1985,dpy19l1p1
1986,ngfr
1987,fkbp9
1988,padi2
1989,nav2
1990,arhgef11
1991,pfkfb4
1992,dnajc18
1993,nid2
1994,pld1
1995,oxer1
1996,pak1
1997,rab4a
1998,slc44a3
1999,fermt1
2000,chit1
2001,padi2
2002,nav2
2003,arhgef11
2004,pfkfb4
2005,tmem63c
2006,myo7a
2007,dnajc18
2008,nid2
2009,pld1
2010,oxer1
2011,pak1
2012,rab4a
2013,ncf1
2014,slc44a3
2015,fermt1
2016,chit1
2017,acacb
2018,capn5
2019,sptan1
2020,pcnt
2021,kdelr2
2022,ap3s1
2023,cubn
2024,vav2
2025,plekhg4
2026,ninl
2027,erp44
2028,vangl2
2029,plcg1
2030,tbk1
2031,obscn
2032,acap3
2033,crocc
2034,osbpl5
2035,ano8
2036,croccp3
2037,croccp2
2038,spon2
2039,hook2
2040,lss
2041,plec
2042,rptor
2043,acap3
2044,osbpl5
2045,ano8
2046,croccp3
2047,croccp2
2048,spon2
2049,hook2
2050,prss27
2051,lss
2052,plec
2053,rptor
2054,fbrsl1
2055,sppl2b
2056,idua
2057,anapc2
2058,fpgs
2059,lsm7
2060,brf1
2061,wdr90
2062,ints1
2063,tert
2064,fkrp
2065,trabd
2066,mapkbp1
2067,sbf1
2068,fbrsl1
2069,tnk2
2070,idua
2071,anapc2
2072,fpgs
2073,lsm7
2074,brf1
2075,wdr90
2076,ints1
2077,tert
2078,acap3
2079,fkrp
2080,trabd
2081,mapkbp1
2082,sbf1
2083,tsc2
2084,inpp5e
2085,pkd1p1
2086,notch1
2087,slc12a4
2088,cdan1
2089,snora71b
2090,agrn
2091,zdhhc8
2092,clcn7
2093,prr12
2094,cic
2095,telo2
2096,tubgcp6
2097,ltbp3
2098,piezo1
2099,pkd1
2100,dgat2
2101,vnn1
2102,mnda
2103,rgs2
2104,c1orf162
2105,fcgr3b
2106,dusp23
2107,znf726
2108,ptprj
2109,chst10
2110,e2f6
2111,znf416
2112,il17d
2113,cldn12
2114,ccny
2115,fam174b
2116,trim24
2117,kbtbd4
2118,fam210a
2119,zdhhc3
2120,slc8a3
2121,rragc
2122,znf627
2123,tbc1d20
2124,vgll4
2125,chst10
2126,znf416
2127,il17d
2128,cldn12
2129,ccny
2130,fam174b
2131,trim24
2132,kbtbd4
2133,fam210a
2134,zdhhc3
2135,slc8a3
2136,rragc
2137,znf627
2138,tbc1d20
2139,vgll4
2140,cdc42bpb
2141,mipol1
2142,bace1
2143,nmnat3
2144,apba1
2145,intu
2146,dock1
2147,kiaa1217
2148,ptgr1
2149,thsd4
2150,sorcs2
2151,ctnnd1
2152,dennd1b
2153,cnksr3
2154,morc4
2155,spred1
2156,pyhin1
2157,grem1
2158,ophn1
2159,linc00265
2160,slc23a1
2161,dnm1p46
2162,slc35f2
2163,lrrc37a
2164,lrrc37a2
2165,arl17a
2166,linc00265
2167,herc2p9
2168,agap4
2169,slc23a1
2170,dnm1p46
2171,slc35f2
2172,hap1
2173,kif26b
2174,igsf10
2175,zfyve9
2176,tptep1
2177,fgd6
2178,ankrd24
2179,shank2
2180,col24a1
2181,lamb4
2182,spon1
2183,fchsd2
2184,trh
2185,ntrk1
2186,trpm4
2187,tptep1
2188,igsf10
2189,hap1
2190,zfyve9
2191,wnk3
2192,fgd6
2193,dsc2
2194,abhd3
2195,ankrd24
2196,dgkg
2197,shank2
2198,col24a1
2199,cacnb2
2200,lamb4
2201,spon1
2202,fchsd2
2203,trh
2204,ntrk1
2205,trpm4
2206,rad54l2
2207,pogz
2208,znf587
2209,ankrd52
2210,srrm2
2211,ranbp10
2212,smg7
2213,pdpr
2214,hmmr
2215,tubg1
2216,bub1
2217,kif4a
2218,top2a
2219,mcm8
2220,hmmr
2221,fam72d
2222,fam72a
2223,tubg1
2224,bub1
2225,dlgap5
2226,kif4a
2227,top2a
2228,mcm8
2229,herc2p9
2230,ppip5k1
2231,trrap
2232,ube4b
2233,mtor
2234,znf69
2235,nsd1
2236,atp6v1f
2237,macf1
2238,herc2p3
2239,ehmt1
2240,herc2
2241,cd96
2242,nudt19
2243,smyd2
2244,schip1
2245,znf641
2246,tnfrsf10d
2247,diras1
2248,caln1
2249,bcl6b
2250,agbl2
2251,wdr35
2252,p2rx5
2253,nudt19
2254,smyd2
2255,schip1
2256,znf641
2257,scn3b
2258,spon2
2259,tnfrsf10d
2260,diras1
2261,caln1
2262,bcl6b
2263,agbl2
2264,wdr35
2265,p2rx5
2266,alox5
2267,tmem128
2268,zdhhc4
2269,tmem42
2270,ociad2
2271,ubxn2b
2272,dctd
2273,erc1
2274,ormdl1
2275,ndufb6
2276,arsb
2277,map4k4
2278,coa5
2279,sbf2
2280,zdhhc4
2281,tmem42
2282,ociad2
2283,ubxn2b
2284,dctd
2285,erc1
2286,ormdl1
2287,ndufb6
2288,arsb
2289,map4k4
2290,coa5
2291,sbf2
