"","logFC","logCPM","F","PValue","FDR","class","ensembl_id"
"ENSG00000182718",-2.17774462656775,7.63714948653765,293.13698952453,3.52807816767519e-56,3.52971027785299e-55,"-","ENSG00000182718"
"ENSG00000119242",-2.17852647858455,4.17364857400434,510.632968826988,1.01818142046267e-87,2.90371914547772e-86,"-","ENSG00000119242"
"ENSG00000104361",-2.18355694271453,3.55630375617257,185.373376867489,4.24656161118191e-38,2.28455155334562e-37,"-","ENSG00000104361"
"ENSG00000133466",-2.18420617838149,2.6479952341304,458.906527898186,1.00274978533752e-80,2.2395320506953e-79,"-","ENSG00000133466"
"ENSG00000154451",-2.19127996461033,6.74855965155912,169.870961178574,2.48337999915631e-35,1.20419801453857e-34,"-","ENSG00000154451"
"ENSG00000162512",-2.19350776950711,1.74764175006693,126.173864250516,2.81643018963077e-27,1.01629583260981e-26,"-","ENSG00000162512"
"ENSG00000185697",-2.19427630630572,3.8425223363644,348.958689204646,7.65360820209604e-65,1.01964291612319e-63,"-","ENSG00000185697"
"ENSG00000125648",-2.19665076905114,2.6281861103815,183.606348210443,8.7327192752745e-38,4.66128199572036e-37,"-","ENSG00000125648"
"ENSG00000134278",-2.19710453191102,1.94275138178883,185.980107210303,3.31635038567707e-38,1.79154715256227e-37,"-","ENSG00000134278"
"ENSG00000198417",-2.20956102201,1.03031473082374,116.035464597116,2.3755516780613e-25,7.9446284985885e-25,"-","ENSG00000198417"
"ENSG00000181045",-2.2099665193464,2.87305947707231,248.807939632193,5.67900087488393e-49,4.46069705523571e-48,"-","ENSG00000181045"
"ENSG00000073803",-2.21440815088046,2.75122950605222,296.899597445898,8.90425211342093e-57,9.14094742276503e-56,"-","ENSG00000073803"
"ENSG00000119280",-2.21572847848363,3.83655766486987,540.164265315688,1.37733988417572e-91,4.47928880628176e-90,"-","ENSG00000119280"
"ENSG00000167397",-2.21622399781776,3.91744562128426,1351.47716011089,1.18358733944728e-173,4.79944666145871e-171,"-","ENSG00000167397"
"ENSG00000165915",-2.21824905235084,4.72898397534241,803.414980927139,1.05348841337432e-122,8.81939719480336e-121,"-","ENSG00000165915"
"ENSG00000162520",-2.2191045150877,1.2456108129144,148.535098598689,1.90242112624668e-31,8.05935897296016e-31,"-","ENSG00000162520"
"ENSG00000081181",-2.22059803619609,1.61690894198637,254.922417290826,5.52019338555006e-50,4.4768768356811e-49,"-","ENSG00000081181"
"ENSG00000135424",-2.22496374612503,1.87038980025199,230.064938979859,7.85909489156538e-46,5.50645871020261e-45,"-","ENSG00000135424"
"ENSG00000126368",-2.22792233409403,2.76709167204356,273.204456289798,5.62975125514817e-53,5.05897869022179e-52,"-","ENSG00000126368"
"ENSG00000177700",-2.23219557175804,4.62710496881495,762.967027283722,2.84054078136544e-118,2.11832512522977e-116,"-","ENSG00000177700"
"ENSG00000138172",-2.23244980257968,4.06728901502724,299.878754351709,3.00356706674635e-57,3.14055489589852e-56,"-","ENSG00000138172"
"ENSG00000108786",-2.24149040196072,1.28619628764604,585.018398913815,2.65619369642645e-97,1.05081614039115e-95,"-","ENSG00000108786"
"ENSG00000105223",-2.24325818294843,5.18365978446644,697.910104767157,6.72536342837563e-111,3.84441920029084e-109,"-","ENSG00000105223"
"ENSG00000091986",-2.24667350020302,1.84654712122661,81.7502748330954,1.15945009995349e-18,3.01684870603499e-18,"-","ENSG00000091986"
"ENSG00000166387",-2.24917049986481,3.29957401809595,239.724422048152,1.85921390110524e-47,1.37391563701816e-46,"-","ENSG00000166387"
"ENSG00000244242",-2.25319637142596,1.343714828599,152.3066485034,3.85563485795841e-32,1.67607095198889e-31,"-","ENSG00000244242"
"ENSG00000122861",-2.25461624296776,3.88066836108344,158.785446733332,2.52324475717155e-33,1.14721877957457e-32,"-","ENSG00000122861"
"ENSG00000164111",-2.27498922574945,6.72907934820358,180.054408168786,3.73512292363791e-37,1.94881202481405e-36,"-","ENSG00000164111"
"ENSG00000136854",-2.27528782347921,2.51532920834625,223.860968829104,8.87113371182113e-45,6.02364369673422e-44,"-","ENSG00000136854"
"ENSG00000089876",-2.27919011908149,3.08767696533396,168.677492451555,4.07342920487484e-35,1.95838523017621e-34,"-","ENSG00000089876"
"ENSG00000159840",-2.28410439082137,6.20674978768219,326.001138786625,2.47788303828622e-61,2.93903202054863e-60,"-","ENSG00000159840"
"ENSG00000131507",-2.28545381720576,5.96676904761958,403.247163426344,7.21222114938189e-73,1.2651533525398e-71,"-","ENSG00000131507"
"ENSG00000131981",-2.28865349992177,4.25559723958177,192.053095950596,2.81595999843642e-39,1.57976208126723e-38,"-","ENSG00000131981"
"ENSG00000041982",-2.29370695585881,1.58481524196516,60.888250496431,1.90005771465555e-14,4.18522303604997e-14,"-","ENSG00000041982"
"ENSG00000142552",-2.29501150754439,2.8526330744482,196.153090258202,5.37485368468198e-40,3.10111611438121e-39,"-","ENSG00000142552"
"ENSG00000108515",-2.29616307819996,3.85214053879578,812.756011884807,1.03602416420509e-123,9.27134452050017e-122,"-","ENSG00000108515"
"ENSG00000102871",-2.29682016024761,3.94940703749258,624.404387063753,3.61302263339611e-102,1.68037927207699e-100,"-","ENSG00000102871"
"ENSG00000141574",-2.30006071906553,2.3007156619839,188.126843597321,1.38447609562294e-38,7.58335239206555e-38,"-","ENSG00000141574"
"ENSG00000121989",-2.3008084272938,3.06653943926669,163.78772408892,3.11442941263317e-34,1.45526957358041e-33,"-","ENSG00000121989"
"ENSG00000077585",-2.3101850159283,2.31379948611874,359.931701286667,1.70265367963139e-66,2.42787188427439e-65,"-","ENSG00000077585"
"ENSG00000064652",-2.31478984312466,1.47517644561131,337.831894390932,3.76864568371571e-63,4.76163061264801e-62,"-","ENSG00000064652"
"ENSG00000174136",-2.31622608289821,4.37458579904578,99.6664409829528,3.42224160026156e-22,1.01039833913524e-21,"-","ENSG00000174136"
"ENSG00000108001",-2.32520153935793,2.67287775457186,87.266339593429,9.31149447196773e-20,2.51406475797447e-19,"-","ENSG00000108001"
"ENSG00000100417",-2.3269191401941,3.52714687286907,638.888478381405,6.34274662999643e-104,3.10243999786186e-102,"-","ENSG00000100417"
"ENSG00000111674",-2.32980022751006,4.35855067827327,260.563822909116,6.50512523311816e-51,5.4599291736702e-50,"-","ENSG00000111674"
"ENSG00000158747",-2.32987486422981,1.96273111177056,117.834829684542,1.07713856525937e-25,3.65410458112566e-25,"-","ENSG00000158747"
"ENSG00000042286",-2.33404401354916,2.95349417695461,453.521536826292,5.56986535281353e-80,1.21879549440318e-78,"-","ENSG00000042286"
"ENSG00000031081",-2.33668687357794,3.63561954516211,249.792811996385,3.89770766146551e-49,3.08206304784744e-48,"-","ENSG00000031081"
"ENSG00000134285",-2.34037130460094,4.50995292228083,1166.71905795948,4.22279687615817e-158,1.09590024530057e-155,"-","ENSG00000134285"
"ENSG00000163093",-2.34143899926856,1.61290962217358,245.174338881963,2.28408534327491e-48,1.75270794880752e-47,"-","ENSG00000163093"
"ENSG00000149257",-2.34154973639587,4.0872116836153,414.831150275896,1.5596352007248e-74,2.86654764371177e-73,"-","ENSG00000149257"
"ENSG00000111728",-2.34268478590156,1.32790324444284,127.822833029944,1.37579473049829e-27,5.03591323637401e-27,"-","ENSG00000111728"
"ENSG00000187244",-2.34274969151334,1.79647960688815,123.105395019255,1.07215971737071e-26,3.79600122581236e-26,"-","ENSG00000187244"
"ENSG00000136026",-2.34586603973296,5.49261978904714,372.233094478195,2.49478799325778e-68,3.77740595105169e-67,"-","ENSG00000136026"
"ENSG00000115604",-2.34835570052329,3.34649675079754,221.953716169837,1.87451849672191e-44,1.25444827299966e-43,"-","ENSG00000115604"
"ENSG00000101363",-2.36221723716898,3.10235392532569,636.874552401085,1.10997757827121e-103,5.37427949837582e-102,"-","ENSG00000101363"
"ENSG00000008283",-2.36923809523917,3.90048507930419,325.777499046299,2.68306535661273e-61,3.179493704786e-60,"-","ENSG00000008283"
"ENSG00000174080",-2.38065394797533,3.43730013970551,221.453814484344,2.28114783199589e-44,1.52342636479561e-43,"-","ENSG00000174080"
"ENSG00000178053",-2.39029257432055,1.06935515001496,118.7050181426,7.3521368561976e-26,2.50858080057902e-25,"-","ENSG00000178053"
"ENSG00000136052",-2.39269810217609,1.28533525449522,293.830716535883,2.73612720691217e-56,2.75438220612043e-55,"-","ENSG00000136052"
"ENSG00000142733",-2.39787680981595,2.51431317084083,462.973808675185,2.75985478138236e-81,6.31602745030291e-80,"-","ENSG00000142733"
"ENSG00000168994",-2.40035230346731,2.31748775846172,133.761167930123,1.05408280036759e-28,4.02524379563564e-28,"-","ENSG00000168994"
"ENSG00000104951",-2.40283148664125,1.38006058309358,232.17986871243,3.45161723943748e-46,2.45146060749539e-45,"-","ENSG00000104951"
"ENSG00000056558",-2.40664675453422,4.35010017307005,470.617519385188,2.47061212239808e-82,5.89313656254365e-81,"-","ENSG00000056558"
"ENSG00000106080",-2.40804431942916,3.14367047001455,255.679764886013,4.13984683042338e-50,3.38491824017478e-49,"-","ENSG00000106080"
"ENSG00000168890",-2.42354188188322,2.06936246893865,728.150287197541,2.29441374284936e-114,1.50365215794006e-112,"-","ENSG00000168890"
"ENSG00000129467",-2.42485968886511,2.40720419483496,476.99034881263,3.34068967465742e-83,8.11775078995406e-82,"-","ENSG00000129467"
"ENSG00000255072",-2.42619723731138,4.90495057796407,57.0057233395725,1.19271086103155e-13,2.54633368422925e-13,"-","ENSG00000255072"
"ENSG00000023445",-2.43210805961431,6.57174939631658,277.200622926943,1.26917168124046e-53,1.17215457194137e-52,"-","ENSG00000023445"
"ENSG00000113140",-2.43729328312141,4.94236010635557,263.705962590409,1.98688669331592e-51,1.69952813002422e-50,"-","ENSG00000113140"
"ENSG00000139211",-2.44123919002901,3.70543272895527,267.150300003177,5.43664868568647e-52,4.74737236510549e-51,"-","ENSG00000139211"
"ENSG00000197614",-2.44265046237416,1.27877342609116,106.390226316818,1.69605918753297e-23,5.27139257902461e-23,"-","ENSG00000197614"
"ENSG00000123384",-2.4434327233294,5.2792458761499,254.940348375136,5.48269925431559e-50,4.44924987642271e-49,"-","ENSG00000123384"
"ENSG00000172638",-2.44818212875161,3.19880865919136,298.954993390078,4.20572674780049e-57,4.36588082235674e-56,"-","ENSG00000172638"
"ENSG00000091136",-2.4554100612579,3.19509810319442,123.189553459373,1.03349695713632e-26,3.66111288992652e-26,"-","ENSG00000091136"
"ENSG00000168758",-2.45567042964814,3.34506089252783,241.521295595203,9.30154175917181e-48,6.96461661090672e-47,"-","ENSG00000168758"
"ENSG00000234456",-2.46007570900625,1.27895126845459,102.323702697196,1.04078100567955e-22,3.13490583326319e-22,"-","ENSG00000234456"
"ENSG00000150093",-2.46660483505931,9.01009037808656,459.364480328223,8.66989943614217e-81,1.94301580454889e-79,"-","ENSG00000150093"
"ENSG00000105559",-2.47665045329417,1.05948072713935,301.275102947472,1.80664939230366e-57,1.89976357492158e-56,"-","ENSG00000105559"
"ENSG00000142669",-2.47698928515554,6.95199520598915,534.607264919891,7.25160665422398e-91,2.30629529277477e-89,"-","ENSG00000142669"
"ENSG00000115295",-2.47830102171901,4.34545431857963,234.551323265844,1.3747350756086e-46,9.89931317485973e-46,"-","ENSG00000115295"
"ENSG00000117228",-2.4786357082631,5.84753501502088,336.159170736937,6.79276420687027e-63,8.49979829781569e-62,"-","ENSG00000117228"
"ENSG00000069702",-2.48454636976241,4.2429713747951,312.228488655509,3.42720819873024e-59,3.79773301338374e-58,"-","ENSG00000069702"
"ENSG00000214063",-2.48654327636781,2.59135172602221,470.370796946399,2.67014504351803e-82,6.35739487792475e-81,"-","ENSG00000214063"
"ENSG00000117298",-2.4890355101356,5.7297197349042,403.630957004053,6.34811215963974e-73,1.11768118566466e-71,"-","ENSG00000117298"
"ENSG00000141337",-2.48968813140556,2.65539537185438,454.129892745418,4.58730684555675e-80,1.0054880680396e-78,"-","ENSG00000141337"
"ENSG00000135069",-2.49138026533461,3.19421969175991,208.649957327524,3.60332243003085e-42,2.22545034993243e-41,"-","ENSG00000135069"
"ENSG00000167778",-2.49440957771186,3.91967383518825,1249.57950909607,2.99805205214615e-165,8.84152805196556e-163,"-","ENSG00000167778"
"ENSG00000163577",-2.50330988042933,2.67871875734212,242.085062145198,7.48680797921929e-48,5.62529359226112e-47,"-","ENSG00000163577"
"ENSG00000155254",-2.50813488331292,4.9357316789525,229.557036751234,9.57860502892302e-46,6.69676610211773e-45,"-","ENSG00000155254"
"ENSG00000097096",-2.50888821859268,1.03862740270735,221.578521345878,2.17209746160194e-44,1.45134586311775e-43,"-","ENSG00000097096"
"ENSG00000165521",-2.50930833406178,1.85822343505151,254.238878695396,7.15852772536378e-50,5.7868373812715e-49,"-","ENSG00000165521"
"ENSG00000237172",-2.51807312385051,2.02337745698701,489.194161727623,7.44614260120449e-85,1.92089754260894e-83,"-","ENSG00000237172"
"ENSG00000103044",-2.52340329795327,1.2207732750151,593.522380090051,2.30060424326488e-98,9.4172368014527e-97,"-","ENSG00000103044"
"ENSG00000099974",-2.52875346835612,1.19395669635029,296.47539322406,1.03969544185175e-56,1.0656467656768e-55,"-","ENSG00000099974"
"ENSG00000135269",-2.53107683301942,5.79917201776572,239.91739275556,1.72584976869916e-47,1.27750294344782e-46,"-","ENSG00000135269"
"ENSG00000105974",-2.53277193116721,1.55787160822461,116.522159507095,1.91771850787591e-25,6.44004020657294e-25,"-","ENSG00000105974"
"ENSG00000163629",-2.54008481832758,3.17776868781985,126.645287297984,2.29448822519737e-27,8.31888214868989e-27,"-","ENSG00000163629"
"ENSG00000137496",-2.54517891613976,4.17415748839414,1000.68535641786,8.09362898871513e-143,1.34644781740471e-140,"-","ENSG00000137496"
"ENSG00000001036",-2.54598831432577,3.19200474243836,362.091674932867,8.08463799265903e-67,1.16692171960783e-65,"-","ENSG00000001036"
"ENSG00000159640",-2.55371794436492,1.8288460404544,181.045830188867,2.48827500767785e-37,1.30561490091499e-36,"-","ENSG00000159640"
"ENSG00000151491",-2.55588315087824,2.69240291156664,183.324200665148,9.79938861126232e-38,5.219904212633e-37,"-","ENSG00000151491"
"ENSG00000159445",-2.56287273921091,3.00291559635891,311.333646941905,4.73115343548928e-59,5.22925442750501e-58,"-","ENSG00000159445"
"ENSG00000145730",-2.5734181665824,5.04064167952159,349.321413178828,6.74493976682983e-65,9.02292148601896e-64,"-","ENSG00000145730"
"ENSG00000184371",-2.57852871093991,3.80697151105338,176.491328919696,1.61369418595183e-36,8.16983837569682e-36,"-","ENSG00000184371"
"ENSG00000074219",-2.57910950675271,1.05004494561861,97.2972222218522,9.92276042239805e-22,2.88694482603222e-21,"-","ENSG00000074219"
"ENSG00000081377",-2.58001817799834,2.55949812919398,150.059839593898,9.97040523960432e-32,4.26279994692276e-31,"-","ENSG00000081377"
"ENSG00000176463",-2.59547292853502,3.03785322441201,289.620292341961,1.28320168369384e-55,1.2662224370807e-54,"-","ENSG00000176463"
"ENSG00000100243",-2.6117038755111,6.06004403376873,955.24085717291,2.17923324043993e-138,3.04061618580092e-136,"-","ENSG00000100243"
"ENSG00000101384",-2.6142847814122,4.76769194125846,128.669805359039,9.52720431742193e-28,3.50709229001041e-27,"-","ENSG00000101384"
"ENSG00000134470",-2.61578004075556,3.61093163223088,344.670020042859,3.42114393582792e-64,4.46158429259328e-63,"-","ENSG00000134470"
"ENSG00000257950",-2.61893258595786,3.18995091454176,323.778210048356,5.46782122190978e-61,6.44418239559503e-60,"-","ENSG00000257950"
"ENSG00000131711",-2.62453869204297,3.24418638870543,95.9898664574584,1.78779762281508e-21,5.14949210957792e-21,"-","ENSG00000131711"
"ENSG00000171067",-2.63723064075477,3.62910780288993,781.678854395422,2.4518888121972e-120,1.96393266833771e-118,"-","ENSG00000171067"
"ENSG00000105699",-2.63767616821513,1.81473343195705,473.73323574901,9.27709800074002e-83,2.2292522899556e-81,"-","ENSG00000105699"
"ENSG00000112208",-2.64657959606674,3.54506114173463,508.849561321403,1.75497010917431e-87,4.98303985484591e-86,"-","ENSG00000112208"
"ENSG00000119771",-2.65073509468296,1.27011950594005,205.330691412318,1.35310756522749e-41,8.20080512208872e-41,"-","ENSG00000119771"
"ENSG00000143819",-2.65302233129373,2.59153478812139,695.218400825426,1.37951506624867e-110,7.83417105575443e-109,"-","ENSG00000143819"
"ENSG00000083444",-2.66829911030751,4.37117885612457,611.121174669353,1.52680331029294e-100,6.60393325145373e-99,"-","ENSG00000083444"
"ENSG00000139173",-2.67010373273339,1.53337348396583,238.08766616939,3.49755793442702e-47,2.55542295929758e-46,"-","ENSG00000139173"
"ENSG00000135631",-2.68455226960169,3.71406939544906,215.917558328429,2.01973106163956e-43,1.305831103928e-42,"-","ENSG00000135631"
"ENSG00000162692",-2.68999054804496,3.0984565158322,128.953653721484,8.42396808712237e-28,3.10802985210406e-27,"-","ENSG00000162692"
"ENSG00000182985",-2.69060887939857,1.99900787600775,155.015126433284,1.23039703826314e-32,5.43973831976237e-32,"-","ENSG00000182985"
"ENSG00000161677",-2.69113076222732,1.96714916095559,491.95250827816,3.16773657270138e-85,8.27053315238895e-84,"-","ENSG00000161677"
"ENSG00000159403",-2.69853545357804,2.98614913311207,561.537448227358,2.46753745302184e-94,8.86946426327186e-93,"-","ENSG00000159403"
"ENSG00000182326",-2.70786927073196,2.48430364696828,436.940120284512,1.14611652074257e-77,2.34574258251665e-76,"-","ENSG00000182326"
"ENSG00000128656",-2.71670822423986,1.57195023473081,316.159665815651,8.33939639861198e-60,9.42613307215932e-59,"-","ENSG00000128656"
"ENSG00000103187",-2.72583510889574,6.5665060518551,467.998245744786,5.63939580655758e-82,1.33534306543597e-80,"-","ENSG00000103187"
"ENSG00000185565",-2.73335399656235,1.06341941732866,59.9963293918444,2.89496422049236e-14,6.32941124264681e-14,"-","ENSG00000185565"
"ENSG00000159176",-2.73336593646826,5.8438385955631,1413.75986162464,1.35251601213975e-178,6.75009529750979e-176,"-","ENSG00000159176"
"ENSG00000102595",-2.73729934932994,1.11186304810097,250.318989744813,3.18817306089872e-49,2.52254473403791e-48,"-","ENSG00000102595"
"ENSG00000197879",-2.73922814980639,5.17167375382092,349.615056236318,6.08914409771227e-65,8.17091352760232e-64,"-","ENSG00000197879"
"ENSG00000204622",-2.74080907561545,1.36280371728149,101.557817535338,1.46617763920804e-22,4.3937923894604e-22,"-","ENSG00000204622"
"ENSG00000154864",-2.74316663692109,2.47590465114933,83.7271904382164,4.68647733950671e-19,1.23601077149266e-18,"-","ENSG00000154864"
"ENSG00000163359",-2.74482026073382,4.39190302475533,135.06534668424,6.00970315181904e-29,2.31744154823191e-28,"-","ENSG00000163359"
"ENSG00000000971",-2.74720312167958,4.02345436273207,112.980768581266,9.13174513282061e-25,2.98773385888755e-24,"-","ENSG00000000971"
"ENSG00000110092",-2.74856035660719,3.33101318762016,281.698766619067,2.38891107971586e-54,2.24952903994144e-53,"-","ENSG00000110092"
"ENSG00000162909",-2.75228103570646,6.78152270504003,698.817888900799,5.2797888539273e-111,3.03143983046728e-109,"-","ENSG00000162909"
"ENSG00000188452",-2.76029094473642,1.35725233834425,178.658776984814,6.62135019008464e-37,3.40811741636407e-36,"-","ENSG00000188452"
"ENSG00000181523",-2.76867081225528,4.22529952020057,363.333296419645,5.27227098488749e-67,7.66961752241032e-66,"-","ENSG00000181523"
"ENSG00000243279",-2.76896666519288,3.19892929480686,912.81017152108,3.80143303413032e-134,4.69784714770239e-132,"-","ENSG00000243279"
"ENSG00000166313",-2.77230579479344,4.28673623159691,422.044816266171,1.45963436196304e-75,2.7812357534262e-74,"-","ENSG00000166313"
"ENSG00000166908",-2.78188219052632,3.39958385491382,467.689084824975,6.21710563295008e-82,1.46945651535811e-80,"-","ENSG00000166908"
"ENSG00000176171",-2.79188476203513,4.61180735210765,479.816207068037,1.38011589093587e-83,3.39817529426638e-82,"-","ENSG00000176171"
"ENSG00000147576",-2.79944360622199,1.53553010099935,400.901984946998,1.57445455149943e-72,2.72401630136754e-71,"-","ENSG00000147576"
"ENSG00000167995",-2.80286096119762,3.60438584929547,543.159825203571,5.64178463055586e-92,1.86279382610923e-90,"-","ENSG00000167995"
"ENSG00000125534",-2.80517242358524,5.03434274560901,437.159824803245,1.06751015251739e-77,2.19524750222911e-76,"-","ENSG00000125534"
"ENSG00000173706",-2.8071254754971,5.10005002518893,517.636923812829,1.208839412786e-88,3.564977322798e-87,"-","ENSG00000173706"
"ENSG00000128805",-2.8102533802467,2.8484750476632,141.362140997618,4.03364576841645e-30,1.62296395320843e-29,"-","ENSG00000128805"
"ENSG00000100097",-2.81188572480927,6.27835156792292,232.097719898833,3.56359991631184e-46,2.5282270374009e-45,"-","ENSG00000100097"
"ENSG00000101160",-2.81193565272166,6.22821895160817,363.059964462433,5.79231964789314e-67,8.41670097996208e-66,"-","ENSG00000101160"
"ENSG00000061676",-2.81594826619554,3.19692239466467,203.781502740097,2.51301305105254e-41,1.50687880547402e-40,"-","ENSG00000061676"
"ENSG00000010610",-2.81614520314145,4.67336779703133,238.407326426069,3.0912390782172e-47,2.26621007225686e-46,"-","ENSG00000010610"
"ENSG00000125968",-2.82563965571965,3.06461548298143,205.855131164517,1.09751901771933e-41,6.66108829463334e-41,"-","ENSG00000125968"
"ENSG00000131067",-2.8258589290786,2.54813013167002,294.813894019541,1.9089396641439e-56,1.93821604709947e-55,"-","ENSG00000131067"
"ENSG00000076351",-2.83002743676231,1.039750386416,303.753816757756,7.33985859577513e-58,7.82596591115678e-57,"-","ENSG00000076351"
"ENSG00000140545",-2.83472369969621,5.06792149940205,725.634232722337,4.43091698567086e-114,2.86047655751568e-112,"-","ENSG00000140545"
"ENSG00000204219",-2.83492044899894,2.45168714168815,198.39088793841,2.18311421163619e-40,1.2766151424151e-39,"-","ENSG00000204219"
"ENSG00000164465",-2.8420358154757,2.15583674195178,315.393051301144,1.09814513678693e-59,1.23801314465224e-58,"-","ENSG00000164465"
"ENSG00000160613",-2.84336148101258,7.58675886628471,2645.79561584818,3.60657790900935e-255,1.16997387368263e-251,"-","ENSG00000160613"
"ENSG00000175505",-2.84368091734595,2.25490867676121,303.492607828672,8.06991790009603e-58,8.59025879176753e-57,"-","ENSG00000175505"
"ENSG00000197956",-2.85038256831441,6.82257217915228,633.505107789883,2.83596262799016e-103,1.36800933311525e-101,"-","ENSG00000197956"
"ENSG00000164530",-2.85325069219764,3.11283768813647,191.940361408565,2.94745170956462e-39,1.6513874517837e-38,"-","ENSG00000164530"
"ENSG00000129116",-2.85491499427995,3.68679846767142,233.99178181277,1.70792007088296e-46,1.22509512657696e-45,"-","ENSG00000129116"
"ENSG00000145936",-2.87662924587057,2.236901349387,273.491300105605,5.05787715224656e-53,4.5577093005244e-52,"-","ENSG00000145936"
"ENSG00000170624",-2.88184715050428,1.1932958495442,82.0124340739471,1.028076157323e-18,2.67824055760355e-18,"-","ENSG00000170624"
"ENSG00000176658",-2.88350679365889,3.13231341457603,371.768628807831,2.92367443170947e-68,4.42163163471586e-67,"-","ENSG00000176658"
"ENSG00000169715",-2.90095259966243,1.67333070699134,191.259677204451,3.88301724486018e-39,2.16341913994443e-38,"-","ENSG00000169715"
"ENSG00000089692",-2.90543133091368,1.49022816725752,216.327088838625,1.71810675030608e-43,1.11303810244492e-42,"-","ENSG00000089692"
"ENSG00000157483",-2.91714350541987,3.07747255847573,265.524759578482,1.0016845557399e-51,8.68840828561562e-51,"-","ENSG00000157483"
"ENSG00000112902",-2.93151337835158,1.82514063141598,135.595870411403,4.78289354791676e-29,1.85096411207181e-28,"-","ENSG00000112902"
"ENSG00000162734",-2.93471417368049,5.49860665912215,2233.02328570407,4.27346250179759e-233,6.16138326925839e-230,"-","ENSG00000162734"
"ENSG00000089159",-2.93748236213525,5.5374467473988,556.086794603896,1.22632247538132e-93,4.30074606501299e-92,"-","ENSG00000089159"
"ENSG00000168060",-2.94492542156793,1.28809873045193,401.805270313204,1.16534832601915e-72,2.02159891422788e-71,"-","ENSG00000168060"
"ENSG00000050405",-2.94619966719781,4.24414712319606,427.427381228603,2.51535315789927e-76,4.90815377096255e-75,"-","ENSG00000050405"
"ENSG00000090554",-2.95278844374195,3.01672523938524,585.166447862276,2.54511592183335e-97,1.00995181044983e-95,"-","ENSG00000090554"
"ENSG00000172403",-2.95496932152103,1.80835590160259,316.71429324757,6.834598020114e-60,7.76582696225913e-59,"-","ENSG00000172403"
"ENSG00000125148",-2.95939816432946,4.68717677469529,355.610660494862,7.58677026561011e-66,1.05065027712441e-64,"-","ENSG00000125148"
"ENSG00000140416",-2.96093185441406,4.743904874774,651.035120489655,2.20630821832931e-105,1.11397102883429e-103,"-","ENSG00000140416"
"ENSG00000119714",-2.97136951675869,1.95954685132607,534.234464589055,8.10846044580514e-91,2.57250324559334e-89,"-","ENSG00000119714"
"ENSG00000101298",-2.97225047639653,1.94557527288589,346.694943590686,1.68584749698512e-64,2.22312572366655e-63,"-","ENSG00000101298"
"ENSG00000177508",-2.98210301103388,3.7579431525421,94.8230884872453,3.02591552657695e-21,8.64661525497962e-21,"-","ENSG00000177508"
"ENSG00000172819",-2.99192718775279,3.13199912756033,867.815325219392,1.56624229986695e-129,1.67963306471683e-127,"-","ENSG00000172819"
"ENSG00000151929",-2.99378678066456,3.87062846913413,234.840572992952,1.22890571161686e-46,8.86396915727644e-46,"-","ENSG00000151929"
"ENSG00000151729",-2.99683769813201,2.79492690919609,402.261761495865,1.00104808427513e-72,1.74826378755775e-71,"-","ENSG00000151729"
"ENSG00000070669",-3.00748217482656,4.405010567696,856.506801905232,2.3681004573516e-128,2.41956468776334e-126,"-","ENSG00000070669"
"ENSG00000166311",-3.00897671508767,4.0024079248014,1022.22500398244,7.03775710708272e-145,1.21762581628674e-142,"-","ENSG00000166311"
"ENSG00000026103",-3.01467196561158,4.42638026147499,565.815480456287,7.04197630308137e-95,2.55242135499396e-93,"-","ENSG00000026103"
"ENSG00000162804",-3.02150366108789,3.28652586667647,298.304175366559,5.33238010390389e-57,5.51778024148779e-56,"-","ENSG00000162804"
"ENSG00000108239",-3.02247187150775,1.82865712336958,275.878407269317,2.07640771728546e-53,1.90278718499267e-52,"-","ENSG00000108239"
"ENSG00000204632",-3.02994495108386,1.50388380584364,115.230633510941,3.38561735460872e-25,1.12414971323958e-24,"-","ENSG00000204632"
"ENSG00000130956",-3.04083433751234,3.18609896897418,889.271721476526,9.52292672315157e-132,1.07451736660535e-129,"-","ENSG00000130956"
"ENSG00000151640",-3.04104383915608,1.60657368684207,128.624062959566,9.71807867926791e-28,3.57532716025462e-27,"-","ENSG00000151640"
"ENSG00000066468",-3.04184556544459,1.87620050110831,90.1862026105316,2.46801249753481e-20,6.79934823100036e-20,"-","ENSG00000066468"
"ENSG00000204262",-3.04681038984354,2.99722051577048,417.670674337106,6.12813657033895e-75,1.14745599042883e-73,"-","ENSG00000204262"
"ENSG00000111057",-3.05031544104516,1.71922296041252,192.996543282732,1.92241430919128e-39,1.08504776320426e-38,"-","ENSG00000111057"
"ENSG00000124103",-3.05293010152961,1.18188668086867,584.873066520117,2.76995966184261e-97,1.0924922970234e-95,"-","ENSG00000124103"
"ENSG00000182195",-3.06105191070127,1.95625563859621,232.980314282544,2.52912613150883e-46,1.80120420869696e-45,"-","ENSG00000182195"
"ENSG00000173114",-3.07242550310032,1.68895483683699,231.062285662675,5.33042691621797e-46,3.75910976439372e-45,"-","ENSG00000173114"
"ENSG00000254995",-3.07692305187123,3.18279585605741,543.688977552831,4.81986547907836e-92,1.59547383817655e-90,"-","ENSG00000254995"
"ENSG00000168280",-3.08544280630738,1.48007656882673,330.13594958121,5.70872152267447e-62,6.89724119908975e-61,"-","ENSG00000168280"
"ENSG00000165424",-3.09928272084272,4.06556915277534,450.932279967287,1.2736364664391e-79,2.75904954733118e-78,"-","ENSG00000165424"
